clean_feedback,valid_invalid,category,sentiment
library facility good,valid,library,positive
library rule fair,valid,library,neutral
library noise level high,valid,library,negative
library service reliable,valid,library,positive
academic teaching excellent,valid,academics,positive
academic pace moderate,valid,academics,neutral
academic syllabus outdated,valid,academics,negative
academic support strong,valid,academics,positive
academic evaluation okay,valid,academics,neutral
academic material lacking,valid,academics,negative
academic structure well planned,valid,academics,positive
academic experience average,valid,academics,neutral
academic lecture confusing,valid,academics,negative
academic overall system good,valid,academics,positive
administration staff supportive,valid,administration,positive
administration workflow manageable,valid,administration,neutral
administration system inefficient,valid,administration,negative
administration service reliable,valid,administration,positive
administration communication okay,valid,administration,neutral
administration delay frustrating,valid,administration,negative
administration handling smooth,valid,administration,positive
administration process average,valid,administration,neutral
administration response slow,valid,administration,negative
administration work well organized,valid,administration,positive
canteen food fresh tasty,valid,canteen,positive
canteen option limited,valid,canteen,neutral
canteen hygiene poor,valid,canteen,negative
canteen service efficient,valid,canteen,positive
canteen seating average,valid,canteen,neutral
canteen food quality inconsistent,valid,canteen,negative
canteen staff friendly,valid,canteen,positive
canteen pricing reasonable,valid,canteen,neutral
canteen overcrowded,valid,canteen,negative
canteen environment clean,valid,canteen,positive
facility clean modern,valid,facilities,positive
facility condition average,valid,facilities,neutral
facility maintenance lacking,valid,facilities,negative
facility equipment reliable,valid,facilities,positive
facility usage okay,valid,facilities,neutral
facility infrastructure outdated,valid,facilities,negative
facility accessible,valid,facilities,positive
facility availability decent,valid,facilities,neutral
facility cleanliness poor,valid,facilities,negative
facility improving,valid,facilities,positive
website design modern,valid,website,positive
website speed average,valid,website,neutral
website bug,valid,website,negative
website feature useful,valid,website,positive
website navigation okay,valid,website,neutral
website performance slow,valid,website,negative
website interface user friendly,valid,website,positive
website usability decent,valid,website,neutral
website crash sometimes,valid,website,negative
website experience smooth,valid,website,positive
library resource helpful,valid,library,positive
library environment calm,valid,library,neutral
library book outdated,valid,library,negative
library staff supportive,valid,library,positive
library seating sufficient,valid,library,neutral
library computer slow,valid,library,negative
library system efficient,valid,library,positive
library rule reasonable,valid,library,neutral
library noise level high,valid,library,negative
library service improving,valid,library,positive
academic guidance excellent,valid,academics,positive
academic pressure manageable,valid,academics,neutral
academic material insufficient,valid,academics,negative
academic teaching effective,valid,academics,positive
academic pace balanced,valid,academics,neutral
academic instruction unclear,valid,academics,negative
academic support strong,valid,academics,positive
academic structure fine,valid,academics,neutral
academic evaluation unfair,valid,academics,negative
academic system improving,valid,academics,positive
administration staff helpful,valid,administration,positive
administration workflow average,valid,administration,neutral
administration delay frequent,valid,administration,negative
administration support quick,valid,administration,positive
administration process okay,valid,administration,neutral
administration communication poor,valid,administration,negative
administration handling efficient,valid,administration,positive
administration system decent,valid,administration,neutral
administration response slow,valid,administration,negative
administration work smooth,valid,administration,positive
canteen meal tasty,valid,canteen,positive
canteen option average,valid,canteen,neutral
canteen hygiene poor,valid,canteen,negative
canteen service fast,valid,canteen,positive
canteen pricing fair,valid,canteen,neutral
canteen food quality inconsistent,valid,canteen,negative
canteen staff polite,valid,canteen,positive
canteen space average,valid,canteen,neutral
canteen waiting time long,valid,canteen,negative
canteen environment nice,valid,canteen,positive
facility well maintained,valid,facilities,positive
facility usage average,valid,facilities,neutral
facility need repair,valid,facilities,negative
facility cleanliness good,valid,facilities,positive
facility condition average,valid,facilities,neutral
facility equipment broken,valid,facilities,negative
facility modern useful,valid,facilities,positive
facility availability fine,valid,facilities,neutral
facility poorly maintained,valid,facilities,negative
facility improving,valid,facilities,positive
website interface user friendly,valid,website,positive
website navigation okay,valid,website,neutral
website load slowly,valid,website,negative
website design clean,valid,website,positive
website performance average,valid,website,neutral
website bug,valid,website,negative
website feature helpful,valid,website,positive
website layout fine,valid,website,neutral
website crash sometimes,valid,website,negative
website experience smooth,valid,website,positive
library book useful,valid,library,positive
library environment okay,valid,library,neutral
library resource outdated,valid,library,negative
library staff helpful,valid,library,positive
library seating average,valid,library,neutral
library system slow,valid,library,negative
library facility good,valid,library,positive
library rule fair,valid,library,neutral
library noise level high,valid,library,negative
library service reliable,valid,library,positive
academic teaching excellent,valid,academics,positive
academic pace moderate,valid,academics,neutral
academic syllabus outdated,valid,academics,negative
academic support strong,valid,academics,positive
academic evaluation okay,valid,academics,neutral
academic material lacking,valid,academics,negative
academic structure well planned,valid,academics,positive
academic experience average,valid,academics,neutral
academic lecture confusing,valid,academics,negative
academic overall system good,valid,academics,positive
administration staff supportive,valid,administration,positive
administration workflow manageable,valid,administration,neutral
administration system inefficient,valid,administration,negative
administration service reliable,valid,administration,positive
administration communication okay,valid,administration,neutral
administration delay frustrating,valid,administration,negative
administration handling smooth,valid,administration,positive
administration process average,valid,administration,neutral
administration response slow,valid,administration,negative
administration work well organized,valid,administration,positive
canteen food fresh tasty,valid,canteen,positive
canteen option limited,valid,canteen,neutral
canteen hygiene poor,valid,canteen,negative
canteen service efficient,valid,canteen,positive
canteen seating average,valid,canteen,neutral
canteen food quality inconsistent,valid,canteen,negative
canteen staff friendly,valid,canteen,positive
canteen pricing reasonable,valid,canteen,neutral
canteen overcrowded,valid,canteen,negative
canteen environment clean,valid,canteen,positive
facility clean modern,valid,facilities,positive
facility condition average,valid,facilities,neutral
facility maintenance lacking,valid,facilities,negative
facility equipment reliable,valid,facilities,positive
facility usage okay,valid,facilities,neutral
facility infrastructure outdated,valid,facilities,negative
facility accessible,valid,facilities,positive
facility availability decent,valid,facilities,neutral
facility cleanliness poor,valid,facilities,negative
facility improving,valid,facilities,positive
website design modern,valid,website,positive
website speed average,valid,website,neutral
website bug,valid,website,negative
website feature useful,valid,website,positive
website navigation okay,valid,website,neutral
website performance slow,valid,website,negative
website interface user friendly,valid,website,positive
website usability decent,valid,website,neutral
website crash sometimes,valid,website,negative
website experience smooth,valid,website,positive
library resource helpful,valid,library,positive
library environment calm,valid,library,neutral
library book outdated,valid,library,negative
library staff supportive,valid,library,positive
library seating sufficient,valid,library,neutral
library computer slow,valid,library,negative
library system efficient,valid,library,positive
library rule reasonable,valid,library,neutral
library noise level high,valid,library,negative
library service improving,valid,library,positive
academic guidance excellent,valid,academics,positive
academic pressure manageable,valid,academics,neutral
academic material insufficient,valid,academics,negative
academic teaching effective,valid,academics,positive
academic pace balanced,valid,academics,neutral
academic instruction unclear,valid,academics,negative
academic support strong,valid,academics,positive
academic structure fine,valid,academics,neutral
academic evaluation unfair,valid,academics,negative
academic system improving,valid,academics,positive
administration staff helpful,valid,administration,positive
administration workflow average,valid,administration,neutral
administration delay frequent,valid,administration,negative
administration support quick,valid,administration,positive
administration process okay,valid,administration,neutral
administration communication poor,valid,administration,negative
administration handling efficient,valid,administration,positive
administration system decent,valid,administration,neutral
administration response slow,valid,administration,negative
administration work smooth,valid,administration,positive
canteen meal tasty,valid,canteen,positive
canteen option average,valid,canteen,neutral
canteen hygiene poor,valid,canteen,negative
canteen service fast,valid,canteen,positive
canteen pricing fair,valid,canteen,neutral
canteen food quality inconsistent,valid,canteen,negative
canteen staff polite,valid,canteen,positive
canteen space average,valid,canteen,neutral
canteen waiting time long,valid,canteen,negative
canteen environment nice,valid,canteen,positive
facility well maintained,valid,facilities,positive
facility usage average,valid,facilities,neutral
facility need repair,valid,facilities,negative
facility cleanliness good,valid,facilities,positive
facility condition average,valid,facilities,neutral
facility equipment broken,valid,facilities,negative
facility modern useful,valid,facilities,positive
facility availability fine,valid,facilities,neutral
facility poorly maintained,valid,facilities,negative
facility improving,valid,facilities,positive
website interface user friendly,valid,website,positive
website navigation okay,valid,website,neutral
website load slowly,valid,website,negative
website design clean,valid,website,positive
website performance average,valid,website,neutral
website bug,valid,website,negative
website feature helpful,valid,website,positive
website layout fine,valid,website,neutral
website crash sometimes,valid,website,negative
website experience smooth,valid,website,positive
library resource very helpful,valid,library,positive
library environment calm,valid,library,neutral
library book outdated,valid,library,negative
library staff supportive,valid,library,positive
library seating sufficient,valid,library,neutral
library computer slow,valid,library,negative
library system efficient,valid,library,positive
library rule reasonable,valid,library,neutral
library noise level high,valid,library,negative
library service improving,valid,library,positive
academic curriculum well structured,valid,academics,positive
academic workload moderate,valid,academics,neutral
academic syllabus need update,valid,academics,negative
academic teaching quality good,valid,academics,positive
academic pace fine,valid,academics,neutral
academic lecture unclear,valid,academics,negative
academic support system strong,valid,academics,positive
academic evaluation fair,valid,academics,neutral
academic material insufficient,valid,academics,negative
academic overall experience good,valid,academics,positive
administration service efficient,valid,administration,positive
administration communication average,valid,administration,neutral
administration delay cause issue,valid,administration,negative
administration staff cooperative,valid,administration,positive
administration process manageable,valid,administration,neutral
administration system flaw,valid,administration,negative
administration support reliable,valid,administration,positive
administration workflow decent,valid,administration,neutral
administration response time slow,valid,administration,negative
administration work smooth,valid,administration,positive
canteen food quality great,valid,canteen,positive
canteen menu average,valid,canteen,neutral
canteen hygiene need improvement,valid,canteen,negative
canteen service quick,valid,canteen,positive
canteen seating okay,valid,canteen,neutral
canteen food too oily,valid,canteen,negative
canteen staff friendly,valid,canteen,positive
canteen price reasonable,valid,canteen,neutral
canteen overcrowded,valid,canteen,negative
canteen environment pleasant,valid,canteen,positive
facility well maintained,valid,facilities,positive
facility usable,valid,facilities,neutral
facility need repair,valid,facilities,negative
facility cleanliness good,valid,facilities,positive
facility condition average,valid,facilities,neutral
facility equipment broken,valid,facilities,negative
facility modern useful,valid,facilities,positive
facility availability fine,valid,facilities,neutral
facility poorly maintained,valid,facilities,negative
facility improving,valid,facilities,positive
website interface user friendly,valid,website,positive
website navigation okay,valid,website,neutral
website load slowly,valid,website,negative
website design clean,valid,website,positive
website performance average,valid,website,neutral
website bug,valid,website,negative
website feature helpful,valid,website,positive
website layout fine,valid,website,neutral
website crash sometimes,valid,website,negative
website experience smooth,valid,website,positive
library book useful,valid,library,positive
library environment okay,valid,library,neutral
library resource outdated,valid,library,negative
library staff helpful,valid,library,positive
library seating average,valid,library,neutral
library system slow,valid,library,negative
library facility good,valid,library,positive
library rule fair,valid,library,neutral
library noise level high,valid,library,negative
library service reliable,valid,library,positive
academic teaching excellent,valid,academics,positive
academic pace moderate,valid,academics,neutral
academic syllabus outdated,valid,academics,negative
academic support strong,valid,academics,positive
academic evaluation okay,valid,academics,neutral
academic material lacking,valid,academics,negative
academic structure well planned,valid,academics,positive
academic experience average,valid,academics,neutral
academic lecture confusing,valid,academics,negative
academic overall system good,valid,academics,positive
administration staff supportive,valid,administration,positive
administration workflow manageable,valid,administration,neutral
administration system inefficient,valid,administration,negative
administration service reliable,valid,administration,positive
administration communication okay,valid,administration,neutral
administration delay frustrating,valid,administration,negative
administration handling smooth,valid,administration,positive
administration process average,valid,administration,neutral
administration response slow,valid,administration,negative
administration work well organized,valid,administration,positive
canteen food fresh tasty,valid,canteen,positive
canteen option limited,valid,canteen,neutral
canteen hygiene poor,valid,canteen,negative
canteen service efficient,valid,canteen,positive
canteen seating average,valid,canteen,neutral
canteen food quality inconsistent,valid,canteen,negative
canteen staff friendly,valid,canteen,positive
canteen pricing reasonable,valid,canteen,neutral
canteen overcrowded,valid,canteen,negative
canteen environment clean,valid,canteen,positive
facility clean modern,valid,facilities,positive
facility condition average,valid,facilities,neutral
facility maintenance lacking,valid,facilities,negative
facility equipment reliable,valid,facilities,positive
facility usage okay,valid,facilities,neutral
facility infrastructure outdated,valid,facilities,negative
facility accessible,valid,facilities,positive
facility availability decent,valid,facilities,neutral
facility cleanliness poor,valid,facilities,negative
facility improving,valid,facilities,positive
website design modern,valid,website,positive
website speed average,valid,website,neutral
website bug,valid,website,negative
website feature useful,valid,website,positive
website navigation okay,valid,website,neutral
website performance slow,valid,website,negative
website interface user friendly,valid,website,positive
website usability decent,valid,website,neutral
website crash sometimes,valid,website,negative
website experience smooth,valid,website,positive
library resource helpful,valid,library,positive
library environment calm,valid,library,neutral
library book outdated,valid,library,negative
library staff supportive,valid,library,positive
library seating sufficient,valid,library,neutral
library computer slow,valid,library,negative
library system efficient,valid,library,positive
library rule reasonable,valid,library,neutral
library noise level high,valid,library,negative
library service improving,valid,library,positive
academic guidance excellent,valid,academics,positive
academic pressure manageable,valid,academics,neutral
academic material insufficient,valid,academics,negative
academic teaching effective,valid,academics,positive
academic pace balanced,valid,academics,neutral
academic instruction unclear,valid,academics,negative
academic support strong,valid,academics,positive
academic structure fine,valid,academics,neutral
academic evaluation unfair,valid,academics,negative
academic system improving,valid,academics,positive
administration staff helpful,valid,administration,positive
administration workflow average,valid,administration,neutral
administration delay frequent,valid,administration,negative
administration support quick,valid,administration,positive
administration process okay,valid,administration,neutral
administration communication poor,valid,administration,negative
administration handling efficient,valid,administration,positive
administration system decent,valid,administration,neutral
administration response slow,valid,administration,negative
administration work smooth,valid,administration,positive
canteen meal tasty,valid,canteen,positive
canteen option average,valid,canteen,neutral
canteen hygiene poor,valid,canteen,negative
canteen service fast,valid,canteen,positive
canteen pricing fair,valid,canteen,neutral
canteen food quality inconsistent,valid,canteen,negative
canteen staff polite,valid,canteen,positive
canteen space average,valid,canteen,neutral
canteen waiting time long,valid,canteen,negative
canteen environment nice,valid,canteen,positive
facility well maintained,valid,facilities,positive
facility usage average,valid,facilities,neutral
facility need repair,valid,facilities,negative
facility cleanliness good,valid,facilities,positive
facility condition average,valid,facilities,neutral
facility equipment broken,valid,facilities,negative
facility modern useful,valid,facilities,positive
facility availability fine,valid,facilities,neutral
facility poorly maintained,valid,facilities,negative
facility improving,valid,facilities,positive
website interface user friendly,valid,website,positive
website navigation okay,valid,website,neutral
website load slowly,valid,website,negative
website design clean,valid,website,positive
website performance average,valid,website,neutral
website bug,valid,website,negative
website feature helpful,valid,website,positive
website layout fine,valid,website,neutral
website crash sometimes,valid,website,negative
website experience smooth,valid,website,positive
library book useful,valid,library,positive
library environment okay,valid,library,neutral
library resource outdated,valid,library,negative
library staff helpful,valid,library,positive
library seating average,valid,library,neutral
library system slow,valid,library,negative
library facility good,valid,library,positive
library rule fair,valid,library,neutral
library noise level high,valid,library,negative
library service reliable,valid,library,positive
academic teaching excellent,valid,academics,positive
academic pace moderate,valid,academics,neutral
academic syllabus outdated,valid,academics,negative
academic support strong,valid,academics,positive
academic evaluation okay,valid,academics,neutral
academic material lacking,valid,academics,negative
academic structure well planned,valid,academics,positive
academic experience average,valid,academics,neutral
academic lecture confusing,valid,academics,negative
academic overall system good,valid,academics,positive
administration staff responded quickly query,valid,administration,positive
administration process somewhat slow today,valid,administration,neutral
administration took too long approve request,valid,administration,negative
office team handled issue very efficiently,valid,administration,positive
administration procedure manageable,valid,administration,neutral
administration communication unclear confusing,valid,administration,negative
staff admin office polite helpful,valid,administration,positive
administration queue average today,valid,administration,neutral
document delayed administration,valid,administration,negative
administration support smooth fast,valid,administration,positive
faculty explained topic very clearly today,valid,academics,positive
lecture pace felt normal today class,valid,academics,neutral
concept not explained properly class,valid,academics,negative
study material provided really helpful,valid,academics,positive
assignment difficulty level moderate,valid,academics,neutral
too much syllabus covered one lecture,valid,academics,negative
teacher very supportive doubt,valid,academics,positive
class environment felt average today,valid,academics,neutral
note provided not sufficient exam,valid,academics,negative
academic guidance improving time,valid,academics,positive
canteen food tasted really good today,valid,canteen,positive
canteen menu option okay,valid,canteen,neutral
food quality canteen not good,valid,canteen,negative
snack fresh tasty,valid,canteen,positive
waiting time canteen average,valid,canteen,neutral
canteen hygiene need improvement,valid,canteen,negative
staff canteen friendly,valid,canteen,positive
seating space canteen sufficient,valid,canteen,neutral
food served cold today,valid,canteen,negative
canteen service quick efficient,valid,canteen,positive
library environment peaceful studying,valid,library,positive
library seating arrangement average,valid,library,neutral
book missing shelf,valid,library,negative
library staff helped find resource quickly,valid,library,positive
study area okay group work,valid,library,neutral
library computer not working properly,valid,library,negative
library well organized clean,valid,library,positive
book availability decent,valid,library,neutral
noise level disturbing sometimes,valid,library,negative
library service improving gradually,valid,library,positive
website load very fast smooth,valid,website,positive
website interface average use,valid,website,neutral
website crash frequently login,valid,website,negative
navigation website very easy,valid,website,positive
website feature okay daily use,valid,website,neutral
portal many bug submitting form,valid,website,negative
website design look clean modern,valid,website,positive
website performance decent overall,valid,website,neutral
page loading time very slow sometimes,valid,website,negative
online portal experience smooth,valid,website,positive
facility well maintained across campus,valid,facilities,positive
facility condition average area,valid,facilities,neutral
equipment lab outdated broken,valid,facilities,negative
classroom clean comfortable,valid,facilities,positive
facility usage manageable daily,valid,facilities,neutral
washroom not properly cleaned,valid,facilities,negative
campus facility improving steadily,valid,facilities,positive
availability resource decent,valid,facilities,neutral
ac classroom not working properly,valid,facilities,negative
facility support student need well,valid,facilities,positive
administration handled request politely,valid,administration,positive
admin response time okay,valid,administration,neutral
approval process very slow,valid,administration,negative
office staff gave clear instruction,valid,administration,positive
administrative process manageable,valid,administration,neutral
delay document verification,valid,administration,negative
administration support helpful,valid,administration,positive
admin office moderately crowded,valid,administration,neutral
staff not respond time,valid,administration,negative
administration workflow smooth,valid,administration,positive
teaching quality very good,valid,academics,positive
class schedule manageable,valid,academics,neutral
topic not explained clearly,valid,academics,negative
faculty support excellent,valid,academics,positive
assignment workload average,valid,academics,neutral
lecture pace too fast follow,valid,academics,negative
example given class helpful,valid,academics,positive
course structure feel okay,valid,academics,neutral
study material incomplete,valid,academics,negative
academic session engaging,valid,academics,positive
canteen food quality good today,valid,canteen,positive
canteen seating average,valid,canteen,neutral
food too oily unhealthy,valid,canteen,negative
beverage served fresh,valid,canteen,positive
canteen service speed okay,valid,canteen,neutral
menu option very limited,valid,canteen,negative
staff behavior polite canteen,valid,canteen,positive
queue system manageable,valid,canteen,neutral
food quality inconsistent daily,valid,canteen,negative
canteen environment feel comfortable,valid,canteen,positive
library resource very useful,valid,library,positive
library atmosphere normal today,valid,library,neutral
book outdated subject,valid,library,negative
staff assistance quick helpful,valid,library,positive
seating space okay student,valid,library,neutral
computer slow library,valid,library,negative
library layout well organized,valid,library,positive
study environment decent,valid,library,neutral
noise level sometimes high,valid,library,negative
library service reliable,valid,library,positive
website interface very easy use,valid,website,positive
website loading time average today,valid,website,neutral
website crash submitting form,valid,website,negative
portal navigation smooth simple,valid,website,positive
website feature decent student,valid,website,neutral
login page take too long load,valid,website,negative
website layout look clean organized,valid,website,positive
website performance okay overall,valid,website,neutral
page sometimes not load properly,valid,website,negative
online portal work efficiently,valid,website,positive
facility well maintained area,valid,facilities,positive
facility condition average overall,valid,facilities,neutral
lab equipment not working properly,valid,facilities,negative
classroom clean comfortable,valid,facilities,positive
facility usage manageable daily,valid,facilities,neutral
washroom not clean regularly,valid,facilities,negative
campus facility improving steadily,valid,facilities,positive
availability equipment decent,valid,facilities,neutral
air conditioning not working room,valid,facilities,negative
facility meet basic student need,valid,facilities,positive
administration staff resolved issue quickly,valid,administration,positive
admin office response time average,valid,administration,neutral
approval process take too much time,valid,administration,negative
staff guided properly process,valid,administration,positive
administrative workflow manageable,valid,administration,neutral
frequent delay processing form,valid,administration,negative
administration support helpful,valid,administration,positive
office crowd normal today,valid,administration,neutral
staff not respond request,valid,administration,negative
administration handling smooth,valid,administration,positive
faculty explained concept very clearly,valid,academics,positive
lecture pace felt normal today,valid,academics,neutral
topic not explained properly,valid,academics,negative
study material provided useful,valid,academics,positive
assignment moderate difficulty,valid,academics,neutral
syllabus coverage too fast,valid,academics,negative
teacher supportive doubt,valid,academics,positive
class environment average,valid,academics,neutral
note insufficient exam,valid,academics,negative
academic guidance improving,valid,academics,positive
canteen food tasted good today,valid,canteen,positive
canteen menu option average,valid,canteen,neutral
food quality poor canteen,valid,canteen,negative
snack fresh tasty,valid,canteen,positive
waiting time manageable,valid,canteen,neutral
hygiene standard not maintained,valid,canteen,negative
staff polite friendly,valid,canteen,positive
seating area okay,valid,canteen,neutral
food served cold sometimes,valid,canteen,negative
canteen service quick,valid,canteen,positive
library quiet peaceful,valid,library,positive
library seating average,valid,library,neutral
book outdated,valid,library,negative
staff helped locate book easily,valid,library,positive
study area decent student,valid,library,neutral
computer slow library,valid,library,negative
library clean organized,valid,library,positive
book availability okay,valid,library,neutral
noise level sometimes disturbing,valid,library,negative
library service reliable,valid,library,positive
website experience smooth overall,valid,website,positive
website navigation average,valid,website,neutral
portal bug login,valid,website,negative
interface design user friendly,valid,website,positive
website feature okay,valid,website,neutral
page loading very slow,valid,website,negative
website layout clean,valid,website,positive
performance decent,valid,website,neutral
site crash unexpectedly,valid,website,negative
portal easy access,valid,website,positive
facility clean modern,valid,facilities,positive
facility condition average,valid,facilities,neutral
equipment outdated,valid,facilities,negative
classroom well maintained,valid,facilities,positive
facility availability okay,valid,facilities,neutral
maintenance not done properly,valid,facilities,negative
campus facility improving,valid,facilities,positive
resource moderately available,valid,facilities,neutral
infrastructure need repair,valid,facilities,negative
facility support learning well,valid,facilities,positive
administration staff helpful,valid,administration,positive
process time average,valid,administration,neutral
response very slow,valid,administration,negative
office staff guided properly,valid,administration,positive
administrative work manageable,valid,administration,neutral
document delayed,valid,administration,negative
support admin good,valid,administration,positive
office environment okay,valid,administration,neutral
request ignored sometimes,valid,administration,negative
admin system efficient,valid,administration,positive
teaching very effective,valid,academics,positive
class schedule normal,valid,academics,neutral
lecture confusing,valid,academics,negative
faculty support excellent,valid,academics,positive
assignment manageable,valid,academics,neutral
too much syllabus covered quickly,valid,academics,negative
example given helpful,valid,academics,positive
course structure okay,valid,academics,neutral
study material lacking,valid,academics,negative
academic experience good overall,valid,academics,positive
canteen food fresh tasty today,valid,canteen,positive
canteen seating arrangement average,valid,canteen,neutral
food quality dropped recently,valid,canteen,negative
snack served hot fresh,valid,canteen,positive
canteen crowd manageable,valid,canteen,neutral
hygiene canteen need improvement,valid,canteen,negative
staff friendly cooperative,valid,canteen,positive
menu variety decent,valid,canteen,neutral
waiting time too long lunch,valid,canteen,negative
canteen service quick smooth,valid,canteen,positive
library great place studying,valid,library,positive
library environment feel normal today,valid,library,neutral
book missing shelf,valid,library,negative
staff helped find resource easily,valid,library,positive
seating capacity sufficient,valid,library,neutral
computer not functioning properly,valid,library,negative
library clean well organized,valid,library,positive
book availability average,valid,library,neutral
noise level high sometimes,valid,library,negative
library service reliable,valid,library,positive
website load very quickly,valid,website,positive
website interface okay use,valid,website,neutral
portal crash frequently,valid,website,negative
navigation smooth easy,valid,website,positive
feature decent daily use,valid,website,neutral
login process fails sometimes,valid,website,negative
website design look modern,valid,website,positive
performance average overall,valid,website,neutral
page take too long load,valid,website,negative
online portal work smoothly,valid,website,positive
facility well maintained,valid,facilities,positive
facility condition average area,valid,facilities,neutral
lab equipment outdated,valid,facilities,negative
classroom clean comfortable,valid,facilities,positive
facility usage manageable,valid,facilities,neutral
washroom not clean properly,valid,facilities,negative
campus facility improving,valid,facilities,positive
resource availability decent,valid,facilities,neutral
air conditioning not working properly,valid,facilities,negative
facility meet student requirement,valid,facilities,positive
administration handled issue quickly,valid,administration,positive
admin process average,valid,administration,neutral
approval take too much time,valid,administration,negative
office staff helpful polite,valid,administration,positive
administrative workflow manageable,valid,administration,neutral
document delayed frequently,valid,administration,negative
support admin good,valid,administration,positive
office crowd normal,valid,administration,neutral
staff not respond properly,valid,administration,negative
administration system smooth,valid,administration,positive
teaching quality excellent,valid,academics,positive
lecture pace moderate,valid,academics,neutral
concept not explained clearly,valid,academics,negative
study material very useful,valid,academics,positive
assignment manageable,valid,academics,neutral
syllabus coverage too fast,valid,academics,negative
faculty very supportive,valid,academics,positive
class environment average,valid,academics,neutral
note insufficient exam,valid,academics,negative
academic support improving,valid,academics,positive
canteen meal delicious today,valid,canteen,positive
canteen option okay,valid,canteen,neutral
food not cooked properly,valid,canteen,negative
beverage fresh good,valid,canteen,positive
service speed average,valid,canteen,neutral
food quality inconsistent,valid,canteen,negative
staff behavior polite,valid,canteen,positive
seating space manageable,valid,canteen,neutral
food served cold sometimes,valid,canteen,negative
canteen environment pleasant,valid,canteen,positive
library resource helpful,valid,library,positive
library atmosphere okay,valid,library,neutral
book outdated subject,valid,library,negative
staff assistance quick,valid,library,positive
study area decent,valid,library,neutral
computer slow,valid,library,negative
library layout well organized,valid,library,positive
book availability average,valid,library,neutral
noise level disturbing sometimes,valid,library,negative
library service improving,valid,library,positive
website design clean simple,valid,website,positive
website navigation average,valid,website,neutral
portal many bug,valid,website,negative
interface user friendly,valid,website,positive
feature okay usage,valid,website,neutral
website very slow,valid,website,negative
layout modern clean,valid,website,positive
performance decent,valid,website,neutral
site crash unexpectedly,valid,website,negative
portal experience smooth,valid,website,positive
facility clean modern,valid,facilities,positive
facility usage average,valid,facilities,neutral
equipment broken lab,valid,facilities,negative
classroom well maintained,valid,facilities,positive
facility availability okay,valid,facilities,neutral
maintenance not done properly,valid,facilities,negative
campus facility improving steadily,valid,facilities,positive
resource moderately available,valid,facilities,neutral
infrastructure need repair,valid,facilities,negative
facility support student learning,valid,facilities,positive
administration resolved issue quickly,valid,administration,positive
admin process manageable today,valid,administration,neutral
too much delay approval,valid,administration,negative
office staff very helpful,valid,administration,positive
administrative workflow average,valid,administration,neutral
communication admin unclear,valid,administration,negative
staff handled request politely,valid,administration,positive
queue admin office normal,valid,administration,neutral
request ignored admin,valid,administration,negative
administration service improving,valid,administration,positive
teaching quality very good,valid,academics,positive
lecture pace felt normal,valid,academics,neutral
concept not explained properly,valid,academics,negative
study material helpful exam,valid,academics,positive
assignment manageable,valid,academics,neutral
syllabus coverage too fast,valid,academics,negative
faculty support excellent,valid,academics,positive
class environment average,valid,academics,neutral
note not sufficient,valid,academics,negative
academic system improving,valid,academics,positive
canteen food tasted really good,valid,canteen,positive
canteen menu average,valid,canteen,neutral
food quality poor,valid,canteen,negative
snack fresh tasty,valid,canteen,positive
waiting time manageable,valid,canteen,neutral
hygiene need improvement canteen,valid,canteen,negative
staff friendly canteen,valid,canteen,positive
seating space okay,valid,canteen,neutral
food served cold sometimes,valid,canteen,negative
canteen service quick,valid,canteen,positive
library peaceful studying,valid,library,positive
library seating average,valid,library,neutral
book outdated,valid,library,negative
staff helped find book easily,valid,library,positive
study area decent,valid,library,neutral
computer slow,valid,library,negative
library clean organized,valid,library,positive
book availability average,valid,library,neutral
noise level high sometimes,valid,library,negative
library service reliable,valid,library,positive
website load quickly smoothly,valid,website,positive
website interface average,valid,website,neutral
portal crash usage,valid,website,negative
navigation easy use,valid,website,positive
website feature decent,valid,website,neutral
login page take too long load,valid,website,negative
website design clean,valid,website,positive
performance okay overall,valid,website,neutral
page fail load sometimes,valid,website,negative
portal experience smooth,valid,website,positive
facility well maintained,valid,facilities,positive
facility condition average,valid,facilities,neutral
equipment outdated lab,valid,facilities,negative
classroom clean comfortable,valid,facilities,positive
facility usage manageable,valid,facilities,neutral
washroom not clean properly,valid,facilities,negative
campus facility improving,valid,facilities,positive
resource availability decent,valid,facilities,neutral
ac not working room,valid,facilities,negative
facility meet student need,valid,facilities,positive
administration staff helpful,valid,administration,positive
admin response time average,valid,administration,neutral
approval process very slow,valid,administration,negative
office staff guided properly,valid,administration,positive
administrative work manageable,valid,administration,neutral
document delayed,valid,administration,negative
support admin good,valid,administration,positive
office environment okay,valid,administration,neutral
request ignored sometimes,valid,administration,negative
admin system efficient,valid,administration,positive
teaching very effective,valid,academics,positive
class schedule normal,valid,academics,neutral
lecture confusing,valid,academics,negative
faculty support excellent,valid,academics,positive
assignment manageable,valid,academics,neutral
too much syllabus covered quickly,valid,academics,negative
example given helpful,valid,academics,positive
course structure okay,valid,academics,neutral
study material lacking,valid,academics,negative
academic experience good overall,valid,academics,positive
canteen food quality good,valid,canteen,positive
canteen seating average,valid,canteen,neutral
food too oily,valid,canteen,negative
beverage fresh,valid,canteen,positive
service speed okay,valid,canteen,neutral
menu option limited,valid,canteen,negative
staff behavior polite,valid,canteen,positive
queue system manageable,valid,canteen,neutral
food quality inconsistent,valid,canteen,negative
canteen environment comfortable,valid,canteen,positive
