id,clean_feedback,valid_num,sentiment
2555,idli tasted soft,1,positive
2556,gravy watery,1,negative
2557,lunch rush feel normal,1,neutral
2558,fresh lemonade good,1,positive
2559,roti felt cold,1,negative
2560,seating arrangement feel okay,1,neutral
2561,practice session improved clarity,1,positive
2562,video lecture buffered,1,negative
2563,revision pace feel average,1,neutral
2564,sample paper helped,1,positive
2565,exam notice unclear,1,negative
2566,course flow feel okay,1,neutral
2567,office resolved query quickly,1,positive
2568,printer ran ink,1,negative
2569,counter traffic feel average,1,neutral
2570,receptionist guided well,1,positive
2571,email reply delayed,1,negative
2572,office vibe feel okay,1,neutral
2573,fee status updated online,1,positive
2574,payment gateway error,1,negative
2575,portal design feel normal,1,neutral
2576,document uploaded fine,1,positive
2577,session timed,1,negative
2578,scroll speed feel okay,1,neutral
2579,classroom smell fresh,1,positive
2580,door hinge noisy,1,negative
2581,lab layout feel average,1,neutral
2582,garden walkway clean,1,positive
2583,power socket loose,1,negative
2584,rest area feel okay,1,neutral
2585,library computer working,1,positive
2586,chair broken,1,negative
2587,study ambience feel normal,1,neutral
2588,staff helped citation,1,positive
2589,book return queue long,1,negative
2590,reading desk feel okay,1,neutral
2591,poha tasted fresh,1,positive
2592,curry lacked flavor,1,negative
2593,dinner crowd feel average,1,neutral
2594,chocolate milk nice,1,positive
2595,samosa oily,1,negative
2596,tray counter feel okay,1,neutral
2597,faculty answered question,1,positive
2598,zoom audio cracked,1,negative
2599,class engagement feel normal,1,neutral
2600,revision class helped lot,1,positive
2601,office staff handled query well,1,positive
2602,form submission failed,1,negative
2603,waiting line feel average,1,neutral
2604,help desk guided clearly,1,positive
2605,token system working,1,negative
2606,office environment feel okay,1,neutral
2607,website opened without lag,1,positive
2608,upload button unresponsive,1,negative
2609,dashboard layout feel normal,1,neutral
2610,profile change saved,1,positive
2611,verification email delayed,1,negative
2612,menu icon look okay,1,neutral
2613,classroom lighting improved,1,positive
2614,broken switch near board,1,negative
2615,hall airflow feel average,1,neutral
2616,campus garden look fresh,1,positive
2617,drinking water warm,1,negative
2618,restroom feel okay,1,neutral
2619,found required journal fast,1,positive
2620,shelf dusty,1,negative
2621,reading space feel normal,1,neutral
2622,library assistant helped,1,positive
2623,book return counter slow,1,negative
2624,study table feel okay,1,neutral
2625,upma tasted fresh,1,positive
2626,tea tasted flat,1,negative
2627,lunch seating feel average,1,neutral
2628,fruit juice refreshing,1,positive
2629,rice overcooked,1,negative
2630,serving speed feel okay,1,neutral
2631,concept explanation clear,1,positive
2632,slide unreadable,1,negative
2633,class interaction feel normal,1,neutral
2634,extra example helped learning,1,positive
2635,test date confusing,1,negative
2636,homework load feel okay,1,neutral
2637,counter staff polite,1,positive
2638,document misplaced,1,negative
2639,office crowd feel average,1,neutral
2640,resolved issue fast,1,positive
2641,system outage delayed work,1,negative
2642,office timing feel okay,1,neutral
2643,website search returned result,1,positive
2644,payment page crashed,1,negative
2645,portal color feel normal,1,neutral
2646,notification arrived time,1,positive
2647,page redirect failed,1,negative
2648,text spacing feel okay,1,neutral
2649,class bench look clean,1,positive
2650,ceiling fan noisy,1,negative
2651,lab temperature feel average,1,neutral
2652,campus lighting improved,1,positive
2653,power cut class,1,negative
2654,walkway feel okay,1,neutral
2655,library catalog easy use,1,positive
2656,book outdated,1,negative
2657,quiet zone feel normal,1,neutral
2658,staff helped locate thesis,1,positive
2659,computer froze,1,negative
2660,reading chair feel okay,1,neutral
2661,pongal tasted good,1,positive
2662,curry spicy,1,negative
2663,dinner rush feel average,1,neutral
2664,cold coffee nice,1,positive
2665,bread felt stale,1,negative
2666,tray return feel okay,1,neutral
2667,practice quiz improved confidence,1,positive
2668,recorded class missing audio,1,negative
2669,study routine feel normal,1,neutral
2670,revision note helpful,1,positive
2671,exam instruction unclear,1,negative
2672,syllabus pace feel okay,1,neutral
2673,office approved form quickly,1,positive
2674,help desk closed early,1,negative
2675,queue movement feel average,1,neutral
2676,staff explained process well,1,positive
2677,reply email bounced,1,negative
2678,office mood feel okay,1,neutral
2679,website opened smoothly,1,positive
2680,otp verification failed,1,negative
2681,portal layout feel normal,1,neutral
2682,profile picture updated,1,positive
2683,page loading slow,1,negative
2684,button size feel okay,1,neutral
2685,classroom feel bright,1,positive
2686,door lock broken,1,negative
2687,library ac feel average,1,neutral
2688,campus greenery look good,1,positive
2689,water tap leaking,1,negative
2690,seating feel okay,1,neutral
2691,library help desk responsive,1,positive
2692,magazine rack messy,1,negative
2693,study silence feel normal,1,neutral
2694,found ebooks easily,1,positive
2695,printer jammed,1,negative
2696,reading pod feel okay,1,neutral
2697,vegetable roll tasted nice,1,positive
2698,paneer felt rubbery,1,negative
2699,snack queue feel average,1,neutral
2700,mango shake refreshing,1,positive
2701,office staff clarified doubt,1,positive
2702,form upload failed twice,1,negative
2703,waiting chair feel average,1,neutral
2704,help counter guided properly,1,positive
2705,system login slow,1,negative
2706,office space feel okay,1,neutral
2707,website dashboard loaded fast,1,positive
2708,submit button responding,1,negative
2709,portal color feel average,1,neutral
2710,receipt downloaded successfully,1,positive
2711,session expired suddenly,1,negative
2712,navigation bar feel okay,1,neutral
2713,classroom window open smoothly,1,positive
2714,projector screen stained,1,negative
2715,lab spacing feel normal,1,neutral
2716,campus bench look neat,1,positive
2717,washroom hand dryer broken,1,negative
2718,hallway feel okay,1,neutral
2719,library reference section helpful,1,positive
2720,book label missing,1,negative
2721,reading cubicle feel average,1,neutral
2722,librarian guided well,1,positive
2723,issue desk crowded,1,negative
2724,study table feel okay,1,neutral
2725,vegetable paratha tasted good,1,positive
2726,curd tasted sour,1,negative
2727,lunch queue feel average,1,neutral
2728,fresh coconut water nice,1,positive
2729,gravy watery,1,negative
2730,counter service feel okay,1,neutral
2731,teacher solved extra problem,1,positive
2732,online note missing page,1,negative
2733,class participation feel normal,1,neutral
2734,practice worksheet helped,1,positive
2735,test pattern unclear,1,negative
2736,learning pace feel okay,1,neutral
2737,admin staff processed request,1,positive
2738,token machine working,1,negative
2739,office traffic feel average,1,neutral
2740,reception answered politely,1,positive
2741,file movement delayed,1,negative
2742,office ambience feel okay,1,neutral
2743,website search fast today,1,positive
2744,attachment upload failed,1,negative
2745,portal spacing feel normal,1,neutral
2746,alert message helpful,1,positive
2747,page refresh slow,1,negative
2748,text alignment feel okay,1,neutral
2749,class board cleaned,1,positive
2750,extension wire missing,1,negative
2751,room airflow feel average,1,neutral
2752,campus entrance look neat,1,positive
2753,elevator stuck briefly,1,negative
2754,waiting zone feel okay,1,neutral
2755,library wifi working,1,positive
2756,book misplaced,1,negative
2757,reading ambience feel normal,1,neutral
2758,staff helped catalog,1,positive
2759,scanner detecting code,1,negative
2760,study chair feel okay,1,neutral
2761,uttapam tasted fresh,1,positive
2762,soup salty,1,negative
2763,dinner crowd feel average,1,neutral
2764,fresh lime soda good,1,positive
2765,rice portion small,1,negative
2766,serving counter feel okay,1,neutral
2767,faculty gave clear example,1,positive
2768,recorded class froze,1,negative
2769,study flow feel normal,1,neutral
2770,revision worksheet useful,1,positive
2771,assignment deadline confusing,1,negative
2772,topic coverage feel okay,1,neutral
2773,office accepted document fast,1,positive
2774,help desk understaffed,1,negative
2775,queue time feel average,1,neutral
2776,staff explained step clearly,1,positive
2777,approval email delayed,1,negative
2778,office setup feel okay,1,neutral
2779,website page open smoothly,1,positive
2780,login captcha failed,1,negative
2781,portal layout feel normal,1,neutral
2782,download link worked,1,positive
2783,search filter buggy,1,negative
2784,icon size feel okay,1,neutral
2785,classroom look organized,1,positive
2786,loose tile near entrance,1,negative
2787,library ac feel average,1,neutral
2788,campus plant look healthy,1,positive
2789,water pressure low,1,negative
2790,rest bench feel okay,1,neutral
2791,library desk answered query,1,positive
2792,newspaper missing today,1,negative
2793,study noise feel normal,1,neutral
2794,found reference material fast,1,positive
2795,pc rebooted suddenly,1,negative
2796,reading corner feel okay,1,neutral
2797,paneer roll tasted good,1,positive
2798,milkshake watery,1,negative
2799,snack counter feel average,1,neutral
2800,strawberry juice refreshing,1,positive
2801,bread omelette tasted fresh,1,positive
2802,idli felt cold,1,negative
2803,morning rush feel normal,1,neutral
2804,chocolate milkshake nice,1,positive
2805,vegetable curry lacked salt,1,negative
2806,seating arrangement feel okay,1,neutral
2807,faculty explained formula well,1,positive
2808,presentation slide unclear,1,negative
2809,class interaction feel average,1,neutral
2810,practice problem helped lot,1,positive
2811,quiz instruction confusing,1,negative
2812,course flow feel okay,1,neutral
2813,admin staff handled form quickly,1,positive
2814,office computer,1,negative
2815,waiting line feel average,1,neutral
2816,reception explained process clearly,1,positive
2817,file approval got delayed,1,negative
2818,office environment feel okay,1,neutral
2819,website login worked smoothly,1,positive
2820,otp didnt arrive,1,negative
2821,dashboard spacing feel normal,1,neutral
2822,payment page loaded fast,1,positive
2823,upload button froze,1,negative
2824,font clarity feel okay,1,neutral
2825,classroom ventilation good,1,positive
2826,ceiling fan making noise,1,negative
2827,lab crowd feel average,1,neutral
2828,garden seating look nice,1,positive
2829,washroom mirror cracked,1,negative
2830,walking path feel okay,1,neutral
2831,library shelf organized well,1,positive
2832,book missing page,1,negative
2833,study silence feel normal,1,neutral
2834,librarian helped locate journal,1,positive
2835,computer system slow,1,negative
2836,reading desk feel okay,1,neutral
2837,vegetable biryani tasted great,1,positive
2838,sambar watery,1,negative
2839,lunch seating feel average,1,neutral
2840,fresh fruit cup nice,1,positive
2841,chapati felt dry,1,negative
2842,service counter feel okay,1,neutral
2843,extra example clarified topic,1,positive
2844,online class audio broke,1,negative
2845,lesson pace feel normal,1,neutral
2846,weekly test improved confidence,1,positive
2847,note uploaded late,1,negative
2848,syllabus coverage feel okay,1,neutral
2849,office staff cooperative,1,positive
2850,reception printer working,1,negative
2851,token queue feel average,1,neutral
2852,help desk solved issue quickly,1,positive
2853,email reply delayed,1,negative
2854,office seating feel okay,1,neutral
2855,portal opened without lag,1,positive
2856,search bar responding,1,negative
2857,page alignment feel normal,1,neutral
2858,download section work fine,1,positive
2859,server timeout occurred,1,negative
2860,button size feel okay,1,neutral
2861,class bench cleaned,1,positive
2862,water cooler stopped working,1,negative
2863,hall temperature feel average,1,neutral
2864,campus lighting look good,1,positive
2865,door hinge broken,1,negative
2866,rest area feel okay,1,neutral
2867,found textbook easily,1,positive
2868,issue desk understaffed,1,negative
2869,reading environment feel normal,1,neutral
2870,staff answered politely,1,positive
2871,barcode scan failed,1,negative
2872,study cubicle feel okay,1,neutral
2873,pav bhaji tasted nice,1,positive
2874,juice tasted diluted,1,negative
2875,evening crowd feel average,1,neutral
2876,ice cream scoop fresh,1,positive
2877,snack felt oily,1,negative
2878,tray return area feel okay,1,neutral
2879,teacher revised important point,1,positive
2880,recorded video lagged,1,negative
2881,class timing feel normal,1,neutral
2882,practice quiz helped revision,1,positive
2883,project guideline unclear,1,negative
2884,assignment load feel okay,1,neutral
2885,office processed paper quickly,1,positive
2886,counter closed early,1,negative
2887,waiting hall feel average,1,neutral
2888,staff explained document clearly,1,positive
2889,request tracking failed,1,negative
2890,office vibe feel okay,1,neutral
2891,website refresh quick,1,positive
2892,captcha kept looping,1,negative
2893,portal design feel normal,1,neutral
2894,profile saved correctly,1,positive
2895,file preview loading,1,negative
2896,text contrast feel okay,1,neutral
2897,classroom feel spacious,1,positive
2898,loose switch near door,1,negative
2899,lab noise feel average,1,neutral
2900,garden pathway look clean,1,positive
2901,library feel quiet today,1,positive
2902,magazine missing page,1,negative
2903,reading space feel average,1,neutral
2904,found reference book quickly,1,positive
2905,issue counter slow,1,negative
2906,study table feel okay,1,neutral
2907,vegetable sandwich tasted good,1,positive
2908,tea felt watery,1,negative
2909,lunch rush feel normal,1,neutral
2910,fresh juice nice,1,positive
2911,rice tasted dry,1,negative
2912,seating area feel okay,1,neutral
2913,faculty cleared doubt,1,positive
2914,slide uploaded late,1,negative
2915,class speed feel average,1,neutral
2916,practice sheet helpful,1,positive
2917,test instruction confusing,1,negative
2918,lesson flow feel okay,1,neutral
2919,office staff handled request,1,positive
2920,reception printer working,1,negative
2921,waiting line feel normal,1,neutral
2922,help desk explained process,1,positive
2923,approval email delayed,1,negative
2924,office seating feel okay,1,neutral
2925,website opened smoothly,1,positive
2926,login failed,1,negative
2927,dashboard layout feel average,1,neutral
2928,download button worked fine,1,positive
2929,upload page froze,1,negative
2930,font size feel okay,1,neutral
2931,classroom light bright,1,positive
2932,ceiling fan rattling,1,negative
2933,hall temperature feel normal,1,neutral
2934,garden bench look clean,1,positive
2935,washroom door stuck,1,negative
2936,walking area feel okay,1,neutral
2937,library staff helped nicely,1,positive
2938,shelf dusty,1,negative
2939,study ambience feel normal,1,neutral
2940,found journal article easily,1,positive
2941,computer froze briefly,1,negative
2942,reading chair feel okay,1,neutral
2943,pasta tasted great,1,positive
2944,soup salty,1,negative
2945,dinner crowd feel average,1,neutral
2946,fresh lemonade refreshing,1,positive
2947,bread felt stale,1,negative
2948,tray counter feel okay,1,neutral
2949,teacher revised key topic,1,positive
2950,recorded lecture lagged,1,negative
2951,class participation feel normal,1,neutral
2952,weekly quiz helped learning,1,positive
2953,assignment guideline unclear,1,negative
2954,course pace feel okay,1,neutral
2955,office processed paper fast,1,positive
2956,counter opened late,1,negative
2957,reception feel average,1,neutral
2958,staff explained document clearly,1,positive
2959,form tracking failed,1,negative
2960,office atmosphere feel okay,1,neutral
2961,portal load quickly,1,positive
2962,search filter buggy,1,negative
2963,page layout feel normal,1,neutral
2964,profile updated successfully,1,positive
2965,otp arrived late,1,negative
2966,icon size feel okay,1,neutral
2967,class bench look clean,1,positive
2968,water dispenser empty,1,negative
2969,lab spacing feel average,1,neutral
2970,campus light look good,1,positive
2971,loose wire near plug point,1,negative
2972,rest area feel okay,1,neutral
2973,library wifi work fine,1,positive
2974,newspaper available,1,negative
2975,reading silence feel normal,1,neutral
2976,staff helped catalog search,1,positive
2977,scanner responding,1,negative
2978,study desk feel okay,1,neutral
2979,paneer wrap tasted good,1,positive
2980,milkshake watery,1,negative
2981,snack crowd feel average,1,neutral
2982,fruit salad fresh,1,positive
2983,chip tasted stale,1,negative
2984,serving area feel okay,1,neutral
2985,extra example clarified doubt,1,positive
2986,audio cut lecture,1,negative
2987,study routine feel normal,1,neutral
2988,practice test improved confidence,1,positive
2989,project deadline confusing,1,negative
2990,topic coverage feel okay,1,neutral
2991,admin staff replied quickly,1,positive
2992,help desk short staffed,1,negative
2993,queue time feel average,1,neutral
2994,reception solved issue,1,positive
2995,approval took long,1,negative
2996,office setup feel okay,1,neutral
2997,website page open smoothly,1,positive
2998,captcha kept failing,1,negative
2999,portal design feel normal,1,neutral
3000,download completed successfully,1,positive
